Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating,e_Fuel_Type,e_Model,e_Transmission,e_Color,e_Body_Type,e_Wheel_Drive
peugeot,2008,13990.0,2019,1500.0,13000.0,Diesel,Automatic,Carbon Black,Hatchback,4X2,5.0,5.0,118.0,120.0,12.0,104.0,0,4,1,16,4,0
peugeot,2008,15900.0,2021,1199.0,35570.0,Petrol,Manual,White,SUV,4X2,5.0,5.0,99.0,115.0,12.0,125.0,3,4,2,65,11,0
peugeot,208,12300.0,2021,1199.0,58396.0,Petrol,Manual,Grey,Hatchback,4X2,5.0,5.0,99.0,117.0,12.0,120.0,3,7,2,26,4,0
peugeot,3008,25212.0,2020,1600.0,9343.0,Hybrid,Semiauto,White,SUV,4X4,5.0,5.0,296.0,149.0,12.0,35.0,1,8,6,65,11,1
peugeot,3008,23990.0,2021,1500.0,13696.0,Petrol,Semiauto,Other,SUV,4X2,5.0,5.0,129.0,117.0,12.0,146.0,3,8,6,45,11,0
peugeot,208,10859.0,2019,1200.0,31425.0,Petrol,Manual,Grey,Hatchback,4X2,5.0,5.0,110.0,117.0,12.0,106.0,3,7,2,26,4,0
peugeot,Expert,13995.0,2018,1600.0,66913.0,Diesel,Manual,Silver,van,4X2,5.0,5.0,114.0,99.0,12.9,116.0,0,28,2,58,14,0
peugeot,3008,11750.0,2017,1600.0,75000.0,Diesel,Manual,Black,SUV,4X2,5.0,5.0,118.0,117.0,12.0,104.0,0,8,2,11,11,0
peugeot,3008,23524.0,2021,1500.0,36641.0,Diesel,Semiauto,Grey,SUV,4X2,5.0,5.0,129.0,117.0,12.0,137.0,0,8,6,26,11,0
peugeot,2008,20277.0,2021,1200.0,13839.0,Petrol,Manual,Blue,SUV,4X2,5.0,5.0,129.0,122.0,12.0,127.0,3,4,2,12,11,0
peugeot,3008,14267.0,2017,1200.0,37049.0,Petrol,Manual,Red,SUV,4X2,5.0,5.0,129.0,117.0,9.5,117.0,3,8,2,53,11,0
peugeot,208,16044.0,2020,1200.0,4302.0,Petrol,Semiauto,Black,Hatchback,4X2,5.0,5.0,99.0,117.0,10.8,132.0,3,7,6,11,4,0
peugeot,208,8118.0,2018,1200.0,53885.0,Petrol,Manual,Grey,Hatchback,4X2,5.0,5.0,82.0,109.0,13.5,110.0,3,7,2,26,4,0
peugeot,Rifter,19781.0,2020,1500.0,21458.0,Diesel,Semiauto,White,MPV,4X2,5.0,5.0,129.0,114.0,10.8,113.0,0,56,6,65,6,0
peugeot,208,15942.0,2020,1200.0,16084.0,Petrol,Manual,Black,Hatchback,4X2,5.0,5.0,99.0,117.0,9.9,126.0,3,7,2,11,4,0
peugeot,3008,20994.0,2020,1200.0,17495.0,Petrol,Semiauto,Blue,SUV,4X2,5.0,5.0,129.0,122.0,12.0,154.0,3,8,6,12,11,0
peugeot,5008,21887.0,2018,1200.0,21494.0,Petrol,Manual,White,SUV,4X2,5.0,7.0,129.0,117.0,9.9,120.0,3,13,2,65,11,0
peugeot,2008,20475.0,2022,1200.0,9572.0,Petrol,Manual,Black,SUV,4X2,5.0,5.0,99.0,115.0,12.0,124.0,3,4,2,11,11,0
peugeot,208,9795.0,2018,1199.0,28900.0,Petrol,Manual,Silver,Hatchback,4X2,5.0,5.0,80.0,111.0,12.2,104.0,3,7,2,58,4,0
peugeot,3008,20348.0,2020,1199.0,31850.0,Petrol,Automatic,White,SUV,4X2,5.0,5.0,129.0,122.0,12.0,154.0,3,8,1,65,11,0
peugeot,3008,7995.0,2015,1560.0,55000.0,Diesel,Manual,Black,Hatchback,4X2,5.0,5.0,113.0,114.0,22.0,127.0,0,8,2,11,4,0
peugeot,3008,20355.0,2022,1499.0,23823.0,Diesel,Manual,Blue,Other,4X2,5.0,5.0,129.0,119.0,12.0,130.0,0,8,2,12,7,0
peugeot,3008,14990.0,2019,1199.0,36818.0,Petrol,Manual,Grey,Other,4X2,5.0,5.0,129.0,124.0,9.5,118.0,3,8,2,26,7,0
peugeot,208,6995.0,2015,1560.0,49977.0,Diesel,Manual,Blue,Hatchback,4X2,5.0,5.0,99.0,116.0,11.0,87.0,0,7,2,12,4,0
peugeot,2008,17980.0,2020,1200.0,23691.0,Petrol,Automatic,Black,Hatchback,4X2,5.0,5.0,129.0,122.0,12.0,139.0,3,4,1,11,4,0
peugeot,307,1995.0,2005,1997.0,95000.0,Petrol,Manual,Silver,Convertible,4X2,2.0,4.0,176.0,140.0,10.0,210.0,3,9,2,58,1,0
peugeot,Boxer,12450.0,2019,1997.0,73000.0,Diesel,Manual,White,Van,4X2,5.0,5.0,129.0,92.0,15.0,116.0,0,18,2,65,13,0
peugeot,Partner,7695.0,2018,1560.0,68998.0,Diesel,Manual,White,Van,4X2,5.0,5.0,98.0,101.0,18.5,116.0,0,32,2,65,13,0
peugeot,Boxer,14995.0,2019,1997.0,79000.0,Diesel,Other,White,Other,4X2,5.0,5.0,161.0,99.0,12.0,116.0,0,18,3,65,7,0
peugeot,Boxer,13500.0,2019,1997.0,92809.0,Diesel,Manual,White,Van,4X2,5.0,5.0,129.0,92.0,22.3,116.0,0,18,2,65,13,0
peugeot,Partner,4975.0,2012,1560.0,107237.0,Diesel,Manual,White,Van,4X2,5.0,5.0,88.0,99.0,15.4,116.0,0,32,2,65,13,0
peugeot,Partner,10199.0,2018,1000.0,14000.0,Other,Automatic,SILVER,Other,4X2,5.0,5.0,47.0,68.0,19.4,116.0,2,32,1,54,7,0
peugeot,Expert,19194.0,2019,1560.0,15279.0,Diesel,Manual,WHITE,Other,4X2,5.0,5.0,114.0,99.0,12.9,116.0,0,28,2,64,7,0
peugeot,2008,14200.0,2000,1499.0,40305.0,Diesel,Manual,Grey,SUV,4X2,5.0,5.0,101.0,115.0,12.0,120.0,0,4,2,26,11,0
peugeot,3008,5990.0,2013,1560.0,72941.0,Diesel,Automatic,Grey,Hatchback,4X2,5.0,5.0,113.0,114.0,14.0,110.0,0,8,1,26,4,0
peugeot,208,2995.0,2013,1199.0,72000.0,Petrol,Manual,Blue,Hatchback,4X2,5.0,5.0,82.0,109.0,14.0,104.0,3,7,2,12,4,0
peugeot,207,2695.0,2010,1360.0,56000.0,Petrol,Manual,Red,Hatchback,4X2,3.0,5.0,72.0,104.0,15.7,147.0,3,6,2,53,4,0
peugeot,2008,5790.0,2014,1400.0,52000.0,Diesel,Manual,Blue,Hatchback,4X2,5.0,5.0,67.0,99.0,13.5,104.0,0,4,2,12,4,0
peugeot,208,15990.0,2021,1200.0,15000.0,Petrol,Manual,White,Hatchback,4X2,5.0,5.0,99.0,117.0,12.0,125.0,3,7,2,65,4,0
peugeot,108,5990.0,2016,998.0,56654.0,Petrol,Manual,Purple Berry,Hatchback,4X2,3.0,4.0,68.0,99.0,14.9,95.0,3,2,2,51,4,0
peugeot,207,2750.0,2012,1397.0,80000.0,Petrol,Manual,Grey,Hatchback,4X2,3.0,5.0,95.0,115.0,12.8,135.0,3,6,2,26,4,0
peugeot,108,4495.0,2014,1199.0,87331.0,Petrol,Manual,Mauve/Purple,Hatchback,4X2,5.0,4.0,80.0,105.0,11.4,99.0,3,2,2,35,4,0
peugeot,3008,14995.0,2017,1560.0,35000.0,Diesel,Manual,Bronze,SUV,4X2,5.0,5.0,118.0,117.0,12.0,104.0,0,8,2,14,11,0
peugeot,207,3295.0,2011,1360.0,71000.0,Petrol,Manual,Black,Hatchback,4X2,5.0,5.0,74.0,104.0,15.7,145.0,3,6,2,11,4,0
peugeot,208,4500.0,2014,1199.0,65000.0,Petrol,Manual,Silver,Hatchback,4X2,5.0,5.0,82.0,109.0,14.0,104.0,3,7,2,58,4,0
peugeot,208,7600.0,2013,1397.0,27586.0,Diesel,Automatic,Grey,Hatchback,4X2,5.0,5.0,67.0,103.0,17.9,87.0,0,7,1,26,4,0
peugeot,107,3295.0,2007,998.0,66000.0,Petrol,Manual,Black,Hatchback,4X2,5.0,4.0,67.0,98.0,14.2,109.0,3,1,2,11,4,0
peugeot,208,4495.0,2013,999.0,54000.0,Petrol,Manual,White,Hatchback,4X2,3.0,5.0,67.0,101.0,15.9,99.0,3,7,2,65,4,0
peugeot,107,2495.0,2009,1000.0,69925.0,Petrol,Manual,Red,Other,4X2,3.0,4.0,67.0,98.0,14.2,106.0,3,1,2,53,7,0
peugeot,107,2295.0,2008,1000.0,70500.0,Petrol,Manual,Silver,Other,4X2,3.0,5.0,67.0,98.0,14.2,109.0,3,1,2,58,7,0
peugeot,308,10500.0,2018,1200.0,33560.0,Petrol,Manual,BLACK,Hatchback,4X2,5.0,5.0,129.0,130.0,9.1,119.0,3,10,2,5,4,0
peugeot,208,4898.0,2014,1398.0,76873.0,Diesel,Manual,BLACK,Hatchback,4X2,5.0,5.0,68.0,101.0,14.0,98.0,0,7,2,5,4,0
peugeot,308,12490.0,2019,1500.0,35828.0,Diesel,Manual,BLACK,Hatchback,4X2,5.0,5.0,129.0,127.0,9.8,96.0,0,10,2,5,4,0
peugeot,308,6999.0,2015,1200.0,55000.0,Petrol,Manual,GREY,Hatchback,4X2,5.0,5.0,109.0,117.0,11.4,105.0,3,10,2,23,4,0
peugeot,308,3623.0,2009,1598.0,66500.0,Petrol,Manual,WHITE,Convertible,4X2,2.0,4.0,150.0,134.0,10.5,177.0,3,10,2,64,1,0
peugeot,208,6299.0,2015,1200.0,69544.0,Petrol,Manual,BLUE,Hatchback,4X2,5.0,5.0,80.0,111.0,12.6,104.0,3,7,2,6,4,0
peugeot,208,6599.0,2014,1200.0,41742.0,Petrol,Manual,SILVER,Hatchback,4X2,5.0,5.0,80.0,109.0,12.6,104.0,3,7,2,54,4,0
peugeot,3008,7750.0,2015,1560.0,52573.0,Diesel,Automatic,GREY,Hatchback,4X2,5.0,5.0,113.0,114.0,14.5,110.0,0,8,1,23,4,0
peugeot,208,8495.0,2019,1498.0,68000.0,Diesel,Manual,BLACK,Hatchback,4X2,5.0,5.0,101.0,117.0,12.0,90.0,0,7,2,5,4,0
peugeot,3008,9999.0,2016,1560.0,29488.0,Diesel,Manual,WHITE,Hatchback,4X2,5.0,5.0,118.0,113.0,12.4,108.0,0,8,2,64,4,0
peugeot,208,6995.0,2017,1200.0,53512.0,Petrol,Manual,WHITE,Hatchback,4X2,3.0,5.0,80.0,111.0,12.0,104.0,3,7,2,64,4,0
peugeot,2008,7750.0,2015,1560.0,55000.0,Diesel,Manual,BLACK,Hatchback,4X2,5.0,5.0,98.0,114.0,11.6,95.0,0,4,2,5,4,0
peugeot,108,8400.0,2019,998.0,20658.0,Petrol,Manual,BLACK,Hatchback,4X2,5.0,4.0,71.0,99.0,13.8,85.0,3,2,2,5,4,0
peugeot,208,7490.0,2013,1598.0,36000.0,Petrol,Manual,WHITE,Hatchback,4X2,3.0,5.0,197.0,143.0,6.6,139.0,3,7,2,64,4,0
peugeot,108,5000.0,2014,998.0,48969.0,Petrol,Manual,RED,Hatchback,4X2,3.0,4.0,68.0,99.0,14.8,95.0,3,2,2,52,4,0
peugeot,2008,10995.0,2017,1560.0,47478.0,Diesel,Manual,WHITE,Hatchback,4X2,5.0,5.0,99.0,112.0,11.6,97.0,0,4,2,64,4,0
peugeot,2008,9235.0,2016,1200.0,31649.0,Petrol,Manual,WHITE,Hatchback,4X2,5.0,5.0,82.0,104.0,13.5,114.0,3,4,2,64,4,0
peugeot,3008,8995.0,2015,1560.0,40187.0,Diesel,Manual,BLUE,Hatchback,4X2,5.0,5.0,118.0,113.0,12.4,108.0,0,8,2,6,4,0
peugeot,2008,12995.0,2017,1560.0,49430.0,Diesel,Manual,RED,Hatchback,4X2,5.0,5.0,119.0,118.0,9.6,96.0,0,4,2,52,4,0
peugeot,2008,10995.0,2016,1560.0,48829.0,Diesel,Manual,BLACK,Hatchback,4X2,5.0,5.0,99.0,112.0,11.6,97.0,0,4,2,5,4,0
peugeot,208,10000.0,2019,1200.0,33819.0,Petrol,Manual,GREY,Hatchback,4X2,5.0,5.0,82.0,109.0,13.5,110.0,3,7,2,23,4,0
peugeot,208,7500.0,2017,1200.0,67716.0,Petrol,Manual,BLACK,Hatchback,4X2,5.0,5.0,109.0,118.0,9.6,99.0,3,7,2,5,4,0
peugeot,2008,11999.0,2019,1199.0,32100.0,Petrol,Manual,RED,Hatchback,4X2,5.0,5.0,82.0,105.0,13.6,114.0,3,4,2,52,4,0
peugeot,5008,23790.0,2021,1500.0,5000.0,Diesel,Manual,BLUE,Hatchback,4X2,5.0,7.0,129.0,119.0,12.0,134.0,0,13,2,6,4,0
peugeot,5008,20390.0,2019,1500.0,25221.0,Diesel,Manual,GREY,Hatchback,4X2,5.0,7.0,129.0,119.0,11.1,111.0,0,13,2,23,4,0
peugeot,3008,18828.0,2019,1500.0,30489.0,Diesel,Manual,BRONZE,Hatchback,4X2,5.0,5.0,129.0,119.0,10.8,111.0,0,8,2,7,4,0
peugeot,3008,16799.0,2017,1560.0,36400.0,Diesel,Automatic,GREY,Hatchback,4X2,5.0,5.0,118.0,115.0,12.0,108.0,0,8,1,23,4,0
peugeot,5008,14790.0,2019,1500.0,82000.0,Diesel,Manual,GREY,Hatchback,4X2,5.0,7.0,129.0,119.0,11.1,111.0,0,13,2,23,4,0
peugeot,3008,15250.0,2018,1500.0,46387.0,Diesel,Automatic,RED,Hatchback,4X2,5.0,5.0,129.0,119.0,11.5,108.0,0,8,1,52,4,0
peugeot,308,7495.0,2013,1997.0,48962.0,Diesel,Automatic,WHITE,Convertible,4X2,2.0,4.0,161.0,126.0,10.8,172.0,0,10,1,64,1,0
peugeot,508,19199.0,2020,1500.0,49294.0,Diesel,Manual,BLACK,Hatchback,4X2,5.0,5.0,129.0,129.0,9.7,122.0,0,14,2,5,4,0
peugeot,2008,15399.0,2021,1200.0,53830.0,Petrol,Manual,WHITE,Hatchback,4X2,5.0,5.0,99.0,115.0,12.0,125.0,3,4,2,64,4,0
peugeot,2008,15359.0,2019,1199.0,10755.0,Petrol,Manual,GREY,Hatchback,4X2,5.0,5.0,82.0,105.0,13.6,114.0,3,4,2,23,4,0
peugeot,108,10049.0,2021,998.0,15737.0,Petrol,Manual,White,Hatchback,4X2,5.0,4.0,71.0,99.0,13.8,111.0,3,2,2,65,4,0
peugeot,208,8799.0,2017,1199.0,45444.0,Petrol,Manual,White,Hatchback,4X2,5.0,5.0,109.0,118.0,9.6,99.0,3,7,2,65,4,0
peugeot,3008,16599.0,2019,1199.0,36000.0,Petrol,Manual,Bronze,SUV,4X2,5.0,5.0,129.0,117.0,9.5,118.0,3,8,2,14,11,0
peugeot,308,13899.0,2020,1499.0,37969.0,Diesel,Manual,Grey,Hatchback,4X2,5.0,5.0,129.0,127.0,12.0,122.0,0,10,2,26,4,0
peugeot,108,8899.0,2019,998.0,15103.0,Petrol,Manual,Black,Hatchback,4X2,5.0,4.0,71.0,99.0,13.8,93.0,3,2,2,11,4,0
peugeot,5008,29399.0,2022,1499.0,18487.0,Diesel,Automatic,Red,Estate,4X2,5.0,7.0,129.0,118.0,12.0,141.0,0,13,1,53,3,0
peugeot,208,8990.0,2018,1199.0,44281.0,Petrol,Manual,Pearl White,Hatchback,4X2,5.0,5.0,110.0,117.0,12.0,106.0,3,7,2,48,4,0
peugeot,RCZ,6995.0,2013,1598.0,58000.0,Petrol,Manual,Black,Coupe,4X2,5.0,5.0,112.0,114.0,12.0,116.0,3,55,2,11,2,0
peugeot,208,10490.0,2019,1199.0,17450.0,Petrol,Manual,Blue,Hatchback,4X2,5.0,5.0,82.0,109.0,13.5,110.0,3,7,2,12,4,0
peugeot,208,12490.0,2017,1598.0,25000.0,Petrol,Manual,Orange,Hatchback,4X2,3.0,5.0,205.0,143.0,6.7,125.0,3,7,2,44,4,0
peugeot,3008,6495.0,2014,1560.0,46580.0,Diesel,Manual,Silver,Hatchback,4X2,5.0,5.0,113.0,114.0,13.8,125.0,0,8,2,58,4,0
peugeot,208,15990.0,2020,1199.0,13050.0,Petrol,Manual,YELLOW,Hatchback,4X2,5.0,5.0,99.0,117.0,9.9,126.0,3,7,2,67,4,0
peugeot,208,9795.0,2018,1560.0,19544.0,Diesel,Manual,GREY,Hatchback,4X2,5.0,5.0,98.0,116.0,10.7,90.0,0,7,2,23,4,0
peugeot,208,4699.0,2012,1397.0,50000.0,Petrol,Manual,SILVER,Hatchback,4X2,5.0,5.0,95.0,117.0,11.7,129.0,3,7,2,54,4,0
peugeot,3008,21443.0,2021,1199.0,18025.0,Petrol,Manual,Grey,SUV,4X2,5.0,5.0,129.0,117.0,12.0,142.0,3,8,2,26,11,0
peugeot,3008,14900.0,2020,1499.0,65360.0,Diesel,Manual,Red,SUV,4X2,5.0,5.0,129.0,119.0,10.8,137.0,0,8,2,53,11,0
