Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating,e_Fuel_Type,e_Model,e_Transmission,e_Color,e_Body_Type,e_Wheel_Drive
mercedes-benz,A Class,20049.0,2020,1332.0,51764.0,Hybrid,Automatic,Grey,Saloon,4X2,4.0,5.0,259.0,146.0,8.0,22.0,4,5,1,33,14,0
mercedes-benz,A Class,15749.0,2018,1461.0,69585.0,Diesel,Automatic,Black,Hatchback,4X2,5.0,5.0,114.0,126.0,10.5,111.0,0,5,1,9,7,0
mercedes-benz,C Class,26249.0,2020,1950.0,22317.0,Diesel,Automatic,Silver,Saloon,4X2,4.0,5.0,192.0,149.0,6.9,143.0,0,11,1,73,14,0
mercedes-benz,GLA Class,18199.0,2016,1991.0,48099.0,Petrol,Automatic,White,SUV,4X4,5.0,5.0,208.0,143.0,6.6,155.0,6,28,1,80,13,1
mercedes-benz,C Class,24749.0,2019,1991.0,10432.0,Petrol,Automatic,White,Saloon,4X2,4.0,5.0,255.0,155.0,5.9,148.0,6,11,1,80,14,0
mercedes-benz,GLC Class,21949.0,2018,2143.0,58301.0,Diesel,Automatic,Black,SUV,4X4,5.0,5.0,168.0,130.0,8.3,129.0,0,30,1,9,13,1
mercedes-benz,GLA Class,18249.0,2019,1595.0,32315.0,Petrol,Automatic,White,SUV,4X2,5.0,5.0,121.0,124.0,9.0,158.0,6,28,1,80,13,0
mercedes-benz,A Class,21549.0,2019,1332.0,19532.0,Petrol,Automatic,Red,Hatchback,4X2,5.0,5.0,161.0,140.0,8.0,124.0,6,5,1,66,7,0
mercedes-benz,C Class,17799.0,2017,2143.0,25752.0,Diesel,Automatic,Silver,Saloon,4X2,4.0,5.0,168.0,144.0,7.4,117.0,0,11,1,73,14,0
mercedes-benz,A Class,19849.0,2019,1461.0,24274.0,Diesel,Automatic,Black,Hatchback,4X2,5.0,5.0,114.0,126.0,10.5,111.0,0,5,1,9,7,0
mercedes-benz,A Class,17199.0,2019,1332.0,30559.0,Petrol,Automatic,White,Hatchback,4X2,5.0,5.0,134.0,134.0,9.2,123.0,6,5,1,80,7,0
mercedes-benz,GLA Class,16749.0,2018,1595.0,46730.0,Petrol,Automatic,White,SUV,4X2,5.0,5.0,121.0,124.0,9.0,158.0,6,28,1,80,13,0
mercedes-benz,C Class,19995.0,2018,1500.0,32195.0,Petrol,Automatic,Polar White Gloss,Convertible,4X2,5.0,5.0,195.0,138.0,8.0,140.0,6,11,1,63,3,0
mercedes-benz,GLA Class,15450.0,2016,2100.0,61977.0,Diesel,Semiauto,Grey,SUV,4X2,5.0,5.0,195.0,138.0,8.0,140.0,0,28,6,33,13,0
mercedes-benz,A Class,14354.0,2017,1500.0,40312.0,Diesel,Manual,Red,Hatchback,4X2,5.0,5.0,195.0,138.0,8.0,140.0,0,5,2,66,7,0
mercedes-benz,A Class,19599.0,2020,1500.0,29069.0,Diesel,Semiauto,Silver,Hatchback,4X2,5.0,5.0,195.0,138.0,8.0,140.0,0,5,6,73,7,0
mercedes-benz,Citan 111 CDI DUALINER,12990.0,2018,1461.0,46000.0,Diesel,Manual,SILVER,Panel Van,4X2,5.0,5.0,195.0,138.0,8.0,140.0,0,23,2,70,10,0
mercedes-benz,Vito 2.1 116 CDI Sport Crew Van G-Tronic+ RWD Euro 6 (s/s) 5dr (LWB),22995.0,2018,2143.0,96000.0,Diesel,Manual,Obsidian Black,Panel Van,4X2,5.0,5.0,195.0,138.0,8.0,140.0,0,89,2,55,10,0
